FeatureID	fraction_uncultivated_cultivated	abundance	Taxon
o__Rhizobiales_A	0.07692307692307693	6.480769230769231	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A
o__Rhizobiales_B	1	8.676767676767676	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_B
o__Rickettsiales	0.34523809523809523	45.32743362831859	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales
o__Rickettsiales_B	1	4.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_B
o__1604HC	1	1.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__1604HC
o__Rickettsiales_A	1	31.666666666666668	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_A
o__Holosporales	0.2	1.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Holosporales
o__RUG11792	1	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RUG11792
o__UBA3830	1	1.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__UBA3830
o__RF32	1	153.00503778337531	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32
o__Rs-D84	1	103.56	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rs-D84
o__JABSOH01	1	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__JABSOH01
o__GM7ARS4	1	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__GM7ARS4
o__UBA1280	1	125.51515151515152	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__UBA1280
o__Magnetococcales	0.7692307692307693	52.09090909090909	d__Bacteria; p__Proteobacteria; c__Magnetococcia; o__Magnetococcales
o__SAR324	0.9411764705882353	43.64065335753176	d__Bacteria; p__SAR324; c__SAR324; o__SAR324
o__XYD2-FULL-50-16	1	113.42857142857143	d__Bacteria; p__SAR324; c__SAR324; o__XYD2-FULL-50-16
o__Polyangiales	0.6176470588235294	225.56962025316454	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales
o__DRWM01	1	141.6	d__Bacteria; p__Myxococcota; c__Polyangia; o__DRWM01
o__JAAYKL01	1	31.0	d__Bacteria; p__Myxococcota; c__Polyangia; o__JAAYKL01
o__Palsa-1104	1	242.42307692307693	d__Bacteria; p__Myxococcota; c__Polyangia; o__Palsa-1104
o__Haliangiales	0.8333333333333334	346.4375	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales
o__Nannocystales	0.375	71.14285714285714	d__Bacteria; p__Myxococcota; c__Polyangia; o__Nannocystales
o__HGW-17	1	112.75	d__Bacteria; p__Myxococcota; c__Polyangia; o__HGW-17
o__Myxococcales	0.30612244897959184	151.25806451612902	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales
o__SLRQ01	1	39.0	d__Bacteria; p__Myxococcota; c__Myxococcia; o__SLRQ01
o__UBA4151	1	260.0	d__Bacteria; p__Myxococcota; c__UBA727; o__UBA4151
o__XYA12-FULL-58-9	1	143.88888888888889	d__Bacteria; p__Myxococcota; c__XYA12-FULL-58-9; o__XYA12-FULL-58-9
o__B64-G9	1	250.25	d__Bacteria; p__Myxococcota; c__B64-G9; o__B64-G9
o__UBA9042	1	240.28571428571428	d__Bacteria; p__Myxococcota; c__UBA9042; o__UBA9042
o__PHBI01	1	341.0625	d__Bacteria; p__Myxococcota; c__UBA9042; o__PHBI01
o__GCA-2863065	1	207.75	d__Bacteria; p__Myxococcota; c__UBA9042; o__GCA-2863065
o__DTJE01	1	151.26470588235293	d__Bacteria; p__Myxococcota; c__UBA9042; o__DTJE01
o__CAIXZC01	1	66.0	d__Bacteria; p__Myxococcota; c__UBA9042; o__CAIXZC01
o__Bradymonadales	0.6923076923076923	80.93333333333334	d__Bacteria; p__Myxococcota; c__Bradymonadia; o__Bradymonadales
o__UBA4248	1	191.42857142857142	d__Bacteria; p__Myxococcota; c__Bradymonadia; o__UBA4248
o__REDH01	1	3.0	d__Bacteria; p__Myxococcota; c__Bradymonadia; o__REDH01
o__UBA7976	1	120.0	d__Bacteria; p__Myxococcota; c__Bradymonadia; o__UBA7976
o__UBA6777	1	312.7142857142857	d__Bacteria; p__Myxococcota; c__UBA6777; o__UBA6777
o__UBA796	1	336.9189189189189	d__Bacteria; p__Myxococcota; c__UBA796; o__UBA796
o__UBA9615	1	371.0833333333333	d__Bacteria; p__Myxococcota; c__UBA796; o__UBA9615
o__UBA9160	1	105.15151515151516	d__Bacteria; p__Myxococcota; c__UBA9160; o__UBA9160
o__SZUA-336	1	45.0	d__Bacteria; p__Myxococcota; c__UBA9160; o__SZUA-336
o__UBA9968	1	138.2051282051282	d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UBA9968
o__Bin18	1	120.33333333333333	d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__Bin18
o__UTPRO1	1	175.2	d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UTPRO1
o__HRBIN30	1	175.16666666666666	d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__HRBIN30
o__Binatales	1	170.5897435897436	d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__Binatales
o__UBA12015	1	70.0	d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UBA12015
o__UBA1149	1	87.66666666666667	d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UBA1149
o__UBA2361	1	143.22727272727272	d__Bacteria; p__Bdellovibrionota_C; c__UBA2361; o__UBA2361
o__Bacteriovoracales	0.8085106382978723	207.57692307692307	d__Bacteria; p__Bdellovibrionota; c__Bacteriovoracia; o__Bacteriovoracales
o__UBA1018	1	129.80434782608697	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia_A; o__UBA1018
o__CAIPTA01	1	121.5	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia_A; o__CAIPTA01
o__UBA2428	1	157.41666666666666	d__Bacteria; p__Bdellovibrionota; c__UBA2428; o__UBA2428
o__Bdellovibrionales	0.717948717948718	118.16981132075472	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales
o__UBA2466	1	264.6	d__Bacteria; p__Bdellovibrionota; c__FAC87; o__UBA2466
o__2-02-FULL-40-11	1	21.5	d__Bacteria; p__Bdellovibrionota; c__O2-12-FULL-43-9; o__2-02-FULL-40-11
o__Oligoflexales	0.6666666666666666	115.15384615384616	d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Oligoflexales
o__Silvanigrellales	0.3333333333333333	327.2608695652174	d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Silvanigrellales
o__UBA2394	1	76.0	d__Bacteria; p__Bdellovibrionota; c__UBA2394; o__UBA2394
o__Desulfovibrionales	0.38345864661654133	19.34516129032258	d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales
o__Desulfobulbales	0.7301587301587301	21.908450704225352	d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales
o__Thermodesulfobacteriales	0.3333333333333333	5.384615384615385	d__Bacteria; p__Desulfobacterota; c__Thermodesulfobacteria; o__Thermodesulfobacteriales
o__Dissulfuribacterales	0.8571428571428571	24.523809523809526	d__Bacteria; p__Desulfobacterota; c__Dissulfuribacteria; o__Dissulfuribacterales
o__Desulfobacterales	0.6883116883116883	40.85425101214575	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales
o__C00003060	1	45.714285714285715	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__C00003060
o__Desulfatiglandales	0.8666666666666667	40.583333333333336	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales
o__QYQD01	1	36.0	d__Bacteria; p__Desulfobacterota; c__QYQD01; o__QYQD01
o__RBG-13-43-22	1	48.25	d__Bacteria; p__Desulfobacterota; c__Desulfobaccia_A; o__RBG-13-43-22
o__Syntrophobacterales	0.5	42.853658536585364	d__Bacteria; p__Desulfobacterota; c__Syntrophobacteria; o__Syntrophobacterales
o__Desulfobaccales	0.75	64.8048780487805	d__Bacteria; p__Desulfobacterota; c__Desulfobaccia; o__Desulfobaccales
o__Desulfarculales	0.4	53.666666666666664	d__Bacteria; p__Desulfobacterota; c__Desulfarculia; o__Desulfarculales
o__Desulfofervidales	0.5	19.25	d__Bacteria; p__Desulfobacterota; c__Desulfofervidia; o__Desulfofervidales
o__UBA1062	1	109.77358490566037	d__Bacteria; p__Desulfobacterota; c__Desulfomonilia; o__UBA1062
o__Desulfomonilales	0	82.76666666666667	d__Bacteria; p__Desulfobacterota; c__Desulfomonilia; o__Desulfomonilales
o__Syntrophales	0.9473684210526315	49.80078125	d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales
o__JdFR-97	1	77.6	d__Bacteria; p__Desulfobacterota; c__JdFR-97; o__JdFR-97
o__BSN033	1	122.57777777777778	d__Bacteria; p__Desulfobacterota; c__BSN033; o__BSN033
o__B13-G15	1	34.07142857142857	d__Bacteria; p__Desulfobacterota; c__BSN033; o__B13-G15
o__WTBG01	1	102.85185185185185	d__Bacteria; p__Desulfobacterota; c__SM23-61; o__WTBG01
o__UBA8473	1	30.666666666666668	d__Bacteria; p__Desulfobacterota; c__SM23-61; o__UBA8473
o__SM23-61	1	76.14285714285714	d__Bacteria; p__Desulfobacterota; c__SM23-61; o__SM23-61
o__Geobacterales	0.5116279069767442	20.56338028169014	d__Bacteria; p__Desulfobacterota_F; c__Desulfuromonadia; o__Geobacterales
o__Desulfuromonadales	0.6666666666666666	12.604938271604938	d__Bacteria; p__Desulfobacterota_F; c__Desulfuromonadia; o__Desulfuromonadales
o__GWC2-55-46	1	68.41666666666667	d__Bacteria; p__Desulfobacterota_F; c__GWC2-55-46; o__GWC2-55-46
o__RBG-13-61-14	1	82.5	d__Bacteria; p__RBG-13-61-14; c__RBG-13-61-14; o__RBG-13-61-14
o__FEN-1099	1	59.5	d__Bacteria; p__FEN-1099; c__FEN-1099; o__FEN-1099
o__Deferrisomatales	0.75	36.666666666666664	d__Bacteria; p__Desulfobacterota_C; c__Deferrisomatia; o__Deferrisomatales
o__DQWO01	1	9.0	d__Bacteria; p__DQWO01; c__DQWO01; o__DQWO01
o__Nitrospirales	0.8571428571428571	43.47445255474452	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales
o__SBBL01	1	58.25	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__SBBL01
o__HDB-SIOI813	1	29.0	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__HDB-SIOI813
o__UBA9217	1	60.0	d__Bacteria; p__Nitrospirota; c__UBA9217; o__UBA9217
o__Thermodesulfovibrionales	0.8292682926829268	32.78504672897196	d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__Thermodesulfovibrionales
o__UBA6902	1	48.0	d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__UBA6902
o__CG2-30-53-67	1	34.0	d__Bacteria; p__CG2-30-53-67; c__CG2-30-53-67; o__CG2-30-53-67
o__Rokubacteriales	1	185.41666666666666	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales
o__Methylomirabilales	0.8888888888888888	76.42857142857143	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales
o__Moduliflexales	0.3333333333333333	2.0	d__Bacteria; p__Moduliflexota; c__Moduliflexia; o__Moduliflexales
o__SZUA-182	1	25.0	d__Bacteria; p__SZUA-182; c__SZUA-182; o__SZUA-182
o__Nitrospinales	0.9444444444444444	43.421875	d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales
o__UBA7883	1	20.2	d__Bacteria; p__Nitrospinota; c__UBA7883; o__UBA7883
o__UBA9942	1	46.473684210526315	d__Bacteria; p__Nitrospinota; c__UBA9942; o__UBA9942
o__Entotheonellales	0.6666666666666666	47.0	d__Bacteria; p__Tectomicrobia; c__Entotheonellia; o__Entotheonellales
o__UBA8248	1	60.357142857142854	d__Bacteria; p__Nitrospinota_A; c__UBA8248; o__UBA8248
o__GWA2-38-11	1	57.75	d__Bacteria; p__Schekmanbacteria; c__GWA2-38-11; o__GWA2-38-11
o__MBNT15	1	55.18518518518518	d__Bacteria; p__Desulfobacterota_E; c__MBNT15; o__MBNT15
o__J040	1	22.0	d__Bacteria; p__Desulfobacterota_E; c__MBNT15; o__J040
o__BMS3Abin14	1	35.5	d__Bacteria; p__BMS3Abin14; c__BMS3Abin14; o__BMS3Abin14
o__2-02-FULL-44-16	1	70.5	d__Bacteria; p__UBA10199; c__UBA10199; o__2-02-FULL-44-16
o__GCA-002796325	1	52.0	d__Bacteria; p__UBA10199; c__UBA10199; o__GCA-002796325
o__UBA10199	1	56.333333333333336	d__Bacteria; p__UBA10199; c__UBA10199; o__UBA10199
o__Acidobacteriales	0.7588652482269503	78.22018348623853	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales
o__2-12-FULL-54-10	1	54.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__2-12-FULL-54-10
o__Bryobacterales	0.8888888888888888	77.05607476635514	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Bryobacterales
o__UBA7541	1	153.0125	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__UBA7541
o__UBA7540	1	152.66666666666666	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__UBA7540
o__20CM-2-55-15	1	130.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__20CM-2-55-15
o__Pyrinomonadales	0.9629629629629629	158.03157894736842	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales
o__RBC074	1	78.0	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__RBC074
o__UBA7656	1	271.14285714285717	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__UBA7656
o__Chloracidobacteriales	0.3333333333333333	3.0	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Chloracidobacteriales
o__HR10	1	115.66666666666667	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__HR10
o__UBA6911	1	91.6	d__Bacteria; p__Acidobacteriota; c__UBA6911; o__UBA6911
o__Vicinamibacterales	0.9736842105263158	71.87943262411348	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales
o__Fen-336	1	130.4	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Fen-336
o__Bin61	1	81.0	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Bin61
o__Mor1	0	17.0	d__Bacteria; p__Acidobacteriota; c__Mor1; o__Mor1
o__J045	1	67.0	d__Bacteria; p__Acidobacteriota; c__Mor1; o__J045
o__Gp22-AA2	1	97.5	d__Bacteria; p__Acidobacteriota; c__Mor1; o__Gp22-AA2
o__UBA890	1	62.25925925925926	d__Bacteria; p__Acidobacteriota; c__UBA890; o__UBA890
o__Aminicenantales	1	58.526315789473685	d__Bacteria; p__Acidobacteriota; c__Aminicenantia; o__Aminicenantales
o__UBA2199	1	104.95652173913044	d__Bacteria; p__Acidobacteriota; c__Aminicenantia; o__UBA2199
o__B3-B38	1	26.5	d__Bacteria; p__Acidobacteriota; c__B3-B38; o__B3-B38
o__UBA5704	1	125.51612903225806	d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__UBA5704
o__Thermoanaerobaculales	0.8571428571428571	70.72	d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Thermoanaerobaculales
o__UBA5066	1	149.13333333333333	d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__UBA5066
o__Gp7-AA8	1	277.7096774193548	d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Gp7-AA8
o__Holophagales	0.8	42.21052631578947	d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Holophagales
o__UM-FILTER-49-7	1	82.75	d__Bacteria; p__Acidobacteriota; c__Holophagae; o__UM-FILTER-49-7
o__UBA4820	1	86.16666666666667	d__Bacteria; p__Acidobacteriota; c__UBA4820; o__UBA4820
o__Campylobacterales	0.2508038585209003	10.942003514938488	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales
o__Nautiliales	0	0	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Nautiliales
o__Desulfurellales	0	5.0	d__Bacteria; p__Campylobacterota; c__Desulfurellia; o__Desulfurellales
o__Aquificales	0.375	15.451612903225806	d__Bacteria; p__Aquificota; c__Aquificae; o__Aquificales
o__Hydrogenothermales	0.3076923076923077	11.0	d__Bacteria; p__Aquificota; c__Aquificae; o__Hydrogenothermales
o__Desulfurobacteriales	0.2	4.1	d__Bacteria; p__Aquificota; c__Desulfurobacteriia; o__Desulfurobacteriales
o__Deferribacterales	0.5	6.555555555555555	d__Bacteria; p__Deferribacterota; c__Deferribacteres; o__Deferribacterales
o__Chrysiogenales	0	0	d__Bacteria; p__Chrysiogenetota; c__Chrysiogenetes; o__Chrysiogenales
o__Thermosulfidibacterales	0.5	23.5	d__Bacteria; p__Thermosulfidibacterota; c__Thermosulfidibacteria; o__Thermosulfidibacterales
o__Syntrophorhabdales	0.95	81.3917525773196	d__Bacteria; p__Desulfobacterota_G; c__Syntrophorhabdia; o__Syntrophorhabdales
o__Acidulodesulfobacterales	1	59.5	d__Bacteria; p__SZUA-79; c__SZUA-79; o__Acidulodesulfobacterales
o__UBA2774	1	126.42105263157895	d__Bacteria; p__Desulfobacterota_D; c__UBA1144; o__UBA2774
o__RKRQ01	1	43.6	d__Bacteria; p__Desulfobacterota_D; c__UBA1144; o__RKRQ01
o__UBA1144	1	56.101694915254235	d__Bacteria; p__Desulfobacterota_D; c__UBA1144; o__UBA1144
o__UBA1177	1	169.1904761904762	d__Bacteria; p__UBP6; c__UBA1177; o__UBA1177
o__Babeliales	0.9230769230769231	42.20779220779221	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales
o__Leptospirillales	0.25	1.0	d__Bacteria; p__Nitrospirota_A; c__Leptospirillia; o__Leptospirillales
o__UBA2233	1	3.0	d__Bacteria; p__UBA2233; c__UBA2233; o__UBA2233
o__Bacteroidales	0.7417702999268471	16.643791671908417	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales
o__Flavobacteriales	0.33588957055214724	24.408841511208653	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales
o__AKYH767	0.9444444444444444	74.93243243243244	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__AKYH767
o__AKYH767-A	1	45.42857142857143	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__AKYH767-A
o__Sphingobacteriales	0.13679245283018868	12.398058252427184	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales
o__NS11-12g	1	68.8	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__NS11-12g
o__UBA7662	1	40.17391304347826	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__UBA7662
o__Chitinophagales	0.5301204819277109	42.85645472061657	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales
o__CAILMK01	1	66.5	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__CAILMK01
o__Cytophagales	0.22058823529411764	23.607990012484393	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales
o__J057	1	69.77777777777777	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__J057
o__SpSt-205	1	78.22222222222223	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__SpSt-205
o__Balneolales	0.8133333333333334	28.125984251968504	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Balneolales
o__Rhodothermales	0.5882352941176471	28.967391304347824	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales
o__Chlorobiales	0.35294117647058826	16.036231884057973	d__Bacteria; p__Bacteroidota; c__Chlorobia; o__Chlorobiales
o__Ignavibacteriales	0.9375	63.71875	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales
o__Ch128b	1	54.333333333333336	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ch128b
o__SJA-28	1	110.3125	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__SJA-28
o__UBA10030	1	82.34426229508196	d__Bacteria; p__Bacteroidota; c__UBA10030; o__UBA10030
o__0-14-0-80-59-12	1	42.0	d__Bacteria; p__Bacteroidota; c__UBA10030; o__0-14-0-80-59-12
o__T3Sed10-11	1	107.63636363636364	d__Bacteria; p__Bacteroidota; c__UBA10030; o__T3Sed10-11
o__Kryptoniales	0	3.5454545454545454	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales
o__Kapabacteriales	1	104.74305555555556	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales
o__Palsa-1295	1	189.8	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Palsa-1295
o__SZUA-365	1	133.8	d__Bacteria; p__Bacteroidota; c__SZUA-365; o__SZUA-365
o__SB21	1	0	d__Bacteria; p__CLD3; c__CLD3; o__SB21
o__Calditrichales	0.6666666666666666	23.625	d__Bacteria; p__Calditrichota; c__Calditrichia; o__Calditrichales
o__RBG-13-44-9	1	51.166666666666664	d__Bacteria; p__Calditrichota; c__Calditrichia; o__RBG-13-44-9
o__Marinisomatales	0.9393939393939394	32.16550852811118	d__Bacteria; p__Marinisomatota; c__Marinisomatia; o__Marinisomatales
o__SCGC-AAA003-L08	0.8846153846153846	49.99041533546326	d__Bacteria; p__Marinisomatota; c__Marinisomatia; o__SCGC-AAA003-L08
o__UBA2242	1	57.74285714285714	d__Bacteria; p__Marinisomatota; c__UBA2242; o__UBA2242
o__UBA8477	1	130.6	d__Bacteria; p__Marinisomatota; c__UBA8477; o__UBA8477
o__AB16	1	96.41176470588235	d__Bacteria; p__Marinisomatota; c__AB16; o__AB16
o__SORT01	1	0	d__Bacteria; p__Marinisomatota; c__SORT01; o__SORT01
o__UBA2214	1	90.0	d__Bacteria; p__KSB1; c__UBA2214; o__UBA2214
o__JACIZP01	1	35.0	d__Bacteria; p__KSB1; c__UBA2214; o__JACIZP01
o__AABM5-25-91	1	75.8	d__Bacteria; p__KSB1; c__UBA2214; o__AABM5-25-91
o__DRLW01	1	138.0	d__Bacteria; p__KSB1; c__UBA2214; o__DRLW01
o__CR04bin15	1	76.4	d__Bacteria; p__KSB1; c__UBA2214; o__CR04bin15
o__JdFR-76	1	48.333333333333336	d__Bacteria; p__KSB1; c__UBA2214; o__JdFR-76
o__QNDG01	1	74.73684210526316	d__Bacteria; p__QNDG01; c__QNDG01; o__QNDG01
o__AABM5-125-24	1	81.9	d__Bacteria; p__AABM5-125-24; c__AABM5-125-24; o__AABM5-125-24
o__B3-LCP	1	80.0	d__Bacteria; p__AABM5-125-24; c__B3-LCP; o__B3-LCP
o__RPQS01	1	24.5	d__Bacteria; p__AABM5-125-24; c__RPQS01; o__RPQS01
o__UBA4055	1	102.58333333333333	d__Bacteria; p__Delongbacteria; c__UBA4055; o__UBA4055
o__GN15	1	110.47058823529412	d__Bacteria; p__Zixibacteria; c__MSB-5A5; o__GN15
o__CAIYYT01	1	107.14285714285714	d__Bacteria; p__Zixibacteria; c__MSB-5A5; o__CAIYYT01
o__MSB-5A5	1	94.6875	d__Bacteria; p__Zixibacteria; c__MSB-5A5; o__MSB-5A5
o__UBA10806	1	91.57142857142857	d__Bacteria; p__Zixibacteria; c__MSB-5A5; o__UBA10806
o__UBA6098	1	89.55555555555556	d__Bacteria; p__UBP14; c__UBA6098; o__UBA6098
o__Gemmatimonadales	0.9482758620689655	101.21052631578948	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales
o__Longimicrobiales	1	85.9042904290429	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales
o__KS3-K002	1	68.4	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__KS3-K002
o__RBG-16-71-46	1	114.5	d__Bacteria; p__Eisenbacteria; c__RBG-16-71-46; o__RBG-16-71-46
o__SZUA-252	1	96.0	d__Bacteria; p__Eisenbacteria; c__RBG-16-71-46; o__SZUA-252
o__LZORAL124-64-63	1	106.81818181818181	d__Bacteria; p__Krumholzibacteriota; c__Krumholzibacteria; o__LZORAL124-64-63
o__Krumholzibacteriales	1	97.78571428571429	d__Bacteria; p__Krumholzibacteriota; c__Krumholzibacteria; o__Krumholzibacteriales
o__UBA8231	1	148.6	d__Bacteria; p__Latescibacterota; c__UBA2968; o__UBA8231
o__UBA2968	1	155.04166666666666	d__Bacteria; p__Latescibacterota; c__UBA2968; o__UBA2968
o__B68-G9	1	48.2	d__Bacteria; p__Latescibacterota; c__Latescibacteria_A; o__B68-G9
o__MVCY01	1	16.0	d__Bacteria; p__Latescibacterota; c__MVCY01; o__MVCY01
o__JAAXHH01	1	73.22222222222223	d__Bacteria; p__Latescibacterota; c__JAAXHH01; o__JAAXHH01
o__AC1	1	94.33333333333333	d__Bacteria; p__Edwardsbacteria; c__AC1; o__AC1
o__Fibrobacterales	0.4444444444444444	35.3	d__Bacteria; p__Fibrobacterota; c__Fibrobacteria; o__Fibrobacterales
o__UBA5070	1	191.11111111111111	d__Bacteria; p__Fibrobacterota; c__Fibrobacteria; o__UBA5070
o__Chitinivibrionales	0.6666666666666666	94.96153846153847	d__Bacteria; p__Fibrobacterota; c__Chitinivibrionia; o__Chitinivibrionales
o__OXYB2-FULL-49-7	1	55.0	d__Bacteria; p__Fibrobacterota; c__OXYB2-FULL-49-7; o__OXYB2-FULL-49-7
o__Cloacimonadales	0.9130434782608695	28.842105263157894	d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales
o__JGIOTU-2	1	24.90909090909091	d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__JGIOTU-2
o__UBA2258	1	106.5	d__Bacteria; p__WOR-3; c__WOR-3; o__UBA2258
o__B3-TA06	1	133.42857142857142	d__Bacteria; p__WOR-3; c__WOR-3; o__B3-TA06
o__SM23-42	1	101.29166666666667	d__Bacteria; p__WOR-3; c__WOR-3; o__SM23-42
o__UBA1063	1	56.470588235294116	d__Bacteria; p__WOR-3; c__Hydrothermia; o__UBA1063
o__LBFQ01	1	120.35	d__Bacteria; p__WOR-3; c__Hydrothermia; o__LBFQ01
o__UBA3073	1	42.0	d__Bacteria; p__WOR-3; c__UBA3073; o__UBA3073
o__32-111	1	126.44444444444444	d__Bacteria; p__WOR-3; c__32-111; o__32-111
o__QNBC01	1	22.25	d__Bacteria; p__WOR-3; c__32-111; o__QNBC01
o__E44-bin80	1	110.75	d__Bacteria; p__WOR-3; c__E44-bin80; o__E44-bin80
o__UBA3072	1	78.3	d__Bacteria; p__WOR-3; c__UBA3072; o__UBA3072
o__Fermentibacterales	1	163.1219512195122	d__Bacteria; p__Fermentibacterota; c__Fermentibacteria; o__Fermentibacterales
o__Mcinerneyibacteriales	1	90.75	d__Bacteria; p__Mcinerneyibacteriota; c__Mcinerneyibacteria; o__Mcinerneyibacteriales
o__Verrucomicrobiales	0.775	34.3401413982718	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales
o__Chthoniobacterales	0.948051948051948	75.4009900990099	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales
o__Methylacidiphilales	0.4	61.5	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Methylacidiphilales
